place_id,place_name,description,category,city,price,rating,time_minutes,lat,long,rating_count
118,Museum Sonobudoyo Unit I,museum sonobudoyo adalah museum dan perpustakaan sejarah dan budaya jawa di yogyakarta indonesia museum ini berisi koleksi artefak jawa terlengkap setelah museum nasional di jakarta selain keramik era neolitikum dan patung perunggu abad ke8 museum ini juga menyimpan koleksi wayang berbagai senjata kuno seperti keris dan topeng jawa museum sonobudoyo terdiri dari dua unit unit i terletak di jalan trikora no 6 yogyakarta dan unit ii terletak di ndalem condrokiranan wijilan di sebelah timur alunalun utama utara kotax000d,Budaya,Yogyakarta,5000,46,120.0,-7.8024499,110.3639555,22
119,Lava Bantal,wilayah diy menawarkan sejumlah potensi wisata terlebih pariwisata berbasis sungai salah satunya yang kini menjadi salah satu favorut wisatawan adalah lava bantal yang berada di kecamatan berbah kabupaten sleman sesuai namanya objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu terhampar di sungai opak batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong konon keberadaan lava bantal berkontribusi besar terhadap terbentuknya pulau jawa fenomena alam seperti yang terjadi di lava bantal ini sangat jarang terjadi di pulau jawa fenomena sejenis hanya bisa ditemukan di karangsambung kebumen ciletuh jawa barat dan di berbah diy dengan latar belakang sejarah geologi yang panjang sejak 2 oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage artinya semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah,Budaya,Yogyakarta,5000,44,30.0,-7.808151800000001,110.4595183,20
120,Bukit Panguk Kediwung,bukit panguk kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian jika dibandingkan dengan obyek wisata perbukitan lain di bantul memang bukit panguk kediwung termasuk baru karena dibuka pada tahun 2016 namun jangan salah lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota bukit panguk kediwung berlokasi di kediwung mangunan dlingo bantul yogyakarta jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk kurang lebih berjarak 20 km dari pusat kota yogyakarta dari pusat kota yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah jalan imogiri timur ikuti jalan hingga menemukan pasar imogiri lalu belok kiri dan lanjutkan perjalanan menuju ke arah dlingo dari sana anda akan mulai melihat petunjuk jalan menuju bukit panguk kediwung akses jalan menuju bukit panguk kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit,Budaya,Yogyakarta,250000,45,90.0,-7.9583695,110.4407622,25
121,Candi Prambanan,candi prambanan atau candi roro jonggrang bahasa jawa translit candhi prambanan adalah kompleks candi hindu terbesar di indonesia yang dibangun pada abad ke9 masehi candi ini dipersembahkan untuk trimurti tiga dewa utama hindu yaitu brahma sebagai dewa pencipta wisnu sebagai dewa pemelihara dan siwa sebagai dewa pemusnah berdasarkan prasasti siwagrha nama asli kompleks candi ini adalah siwagrha bahasa sanskerta yang bermakna rumah siwa dan memang di garbagriha ruang utama candi ini bersemayam arca siwa mahadewa setinggi tiga meter yang menujukkan bahwa di candi ini dewa siwa lebih diutamakannkompleks percandian candi prambanan secara keseluruhan berada di wilayah provinsi daerah istimewa yogyakarta namun pintu administrasinya berada di daerah istimewa surakarta sekarang bagian provinsi jawa tengah hal ini yang membuat candi prambanan terletak di 2 tempat yakni di desa bokoharjo kecamatan prambanan kabupaten sleman dan di desa tlogo kecamatan prambanan kabupaten klaten atau kurang lebih 17 kilometer timur laut yogyakarta 50 kilometer barat daya surakarta dan 120 kilometer selatan semarang persis di perbatasan antara daerah istimewa yogyakarta dan daerah istimewa surakartacandi ini adalah termasuk situs warisan dunia unesco candi hindu terbesar di indonesia sekaligus salah satu candi terindah di asia tenggara arsitektur bangunan ini berbentuk tinggi dan ramping sesuai dengan arsitektur hindu pada umumnya dengan candi siwa sebagai candi utama memiliki ketinggian mencapai 47 meter menjulang di tengah kompleks gugusan candicandi yang lebih kecil sebagai salah satu candi termegah di asia tenggara candi prambanan menjadi daya tarik kunjungan wisatawan dari seluruh duniamenurut prasasti siwagrha candi ini mulai dibangun pada sekitar tahun 850 masehi oleh rakai pikatan dan terus dikembangkan dan diperluas oleh balitung maha sambu pada masa kerajaan medang mataram,Budaya,Yogyakarta,50000,47,,-7.752020600000001,110.4914674,20
122,Watu Goyang,watu goyang ini berasal dari bahasa jawa yang berarti batu yang bergoyang dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong batu tersebut sudah ada sejak ratuhan tahun yang lalu para pengelola menjelaskan bahwa watu goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki watu goyang tersebut karena akan sangat berbahaya bagi keselamatan keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolantonjolan yang unik pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas seharihari di perkotaan berada di puncak ini pengunjung akan merasakan sejuknya suhu udara terutama pada pagi hari dan ketika di siang hari meskipun cuaca sedang panas maka hembusan angin yang menyapa terasa segar dan nyaman,Budaya,Yogyakarta,2500,44,45.0,-7.9274086,110.4120586,18
123,Kampung Wisata Rejowinangun,kampung wisata rejowinangun terletak di kelurahan rejowinangun kecamatan kotagede kota yogyakarta tepatnya sebelah selatan kebun binatang gembiraloka kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat pada tanggal 04 oktober 2013 oleh kepala dinas pariwisata kota yogyakarta kampung wisata rejowinangun diresmikan kelurahan rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di kecamatan kotagede sebuah kecamatan diujung timur kota yogyakarta yang terkenal dengan perak dan bekas kerajaan mataram kelurahan rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa meskpun saat ini yang terkenal baru kebun raya kebun binatang krkb gembiraloka yang lokasinya berada di wilayah kelurahan rejowinangun dengan adanya tempat wisata krkb gembiraloka di wilayah ini berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi gembiraloka bisa singgah di kampung wisata inix000d,Budaya,Yogyakarta,0,43,,-7.8152776,110.3988359,20
124,Kauman Pakualaman Yogyakarta,pakualaman adalah sebuah kecamatan di kota yogyakarta provinsi daerah istimewa yogyakarta indonesia kecamatan ini terletak di antara sungai code dan sungai manunggal nama pakualaman diambil dari puro paku alaman kediaman resmi sri paduka pakualam yang terletak tepat di tengahtengah kecamatan ini sebelumnya pakualaman bukan bagian kota yogyakarta melainkan kabupaten kota pakualaman yang dihapus setelah terbentuknya pemerintah kota yogyakarta pada 1947x000d,Budaya,Yogyakarta,0,5,,-7.801034700000001,110.3751922,13
125,Alun-alun Utara Keraton Yogyakarta,alunalun utara atau dalam bahasa jawa disebut alunalun lor merupakan salah satu land mark kota yogyakarta yang berupa sebuah tanah lapang yang berada di depan keraton yogyakarta disebut alunalun lor karena di kota yogyakarta terdapat dua alunalun yang letaknya di sebelah selatan dan utara dari keraton yogyakarta alunalun lor berbentuk persegi dengan luas 150 x 150 meter dengan dua pohon beringin besar berpagar yang berada di tengah alunalun dua pohon beringin besar itu masingmasing diberi nama kyai dewandaru dan kyai wijayandaru pada masa lalu di sekeliling alunalun lor ditanam 63 pohon beringin yang melambangkan umur nabi muhammad saw,Budaya,Yogyakarta,0,46,60.0,-7.803897499999998,110.3644232,17
126,Pantai Goa Cemara,pantai goa cemara bahasa jawa translit pasisir guwa cemara adalah objek wisata pantai yang terletak di dusun patihan desa gadingsari kecamatan sanden kabupaten bantul daerah istimewa yogyakarta pantai ini terletak tepatnya berdampingan dengan pantai samas dan pantai pandansarinnpantai ini memiliki pasir berwarna hitam tapi lembut dengan ombak yang cukup besar kerakteristik pantai selatan pantai ini merupakan pantai pengembangan baru dimana terdapat banyak pohong cemara udang rindang membentuk seperti goa hal ini yang membuat pantai ini dinamai goa cemara pohon cemara ini bertujuan untuk melindungi abrasi air laut dan menahan gumuk pasir supaya tidak mengalamai perpindahan akibat tiupan angin,Bahari,Yogyakarta,4000,43,,-7.999422999999998,110.248963,21
127,Blue Lagoon Jogja,blue lagoon adalah salah satu wisata air jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru banyak yang menganggap bahwa blue lagoon sebagai surga wisata jogja tersembunyi meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2 karena budget untuk masuk ke area wisata ini tidak semahal yang ada di islandia,Taman Hiburan,Yogyakarta,10000,43,,-7.7044358,110.45026,30
128,Gumuk Pasir Parangkusumo,gumuk pasir parangkusumo bahasa jawa translit gumuk pasir parangkusuma adalah objek wisata di kabupaten bantul yogyakarta letaknya di sebelah barat pantai parangtritis yaitu di desa parangtritis kecamatan kretek kabupaten bantul daerah istimewa yogyakarta gumuk pasir ini memiliki sejumlah keistimewaan terkait dengan jumlahnya hanya terbatas di duniannama gumuk berasal dari bahasa jawa yang artinya gundukangundukan pasir yang terhampar luas gumuk pasir yogyakarta terbentuk dari material gunung merapi yang kemudian mengalami transportasi melalui sungai opak dan sungai progo yang kemudian terbawa ombak dan mengendap di pantai material yang mengendap kemudian mengering dan terbawa angin lalu terbang kedaratan sehingga mengalami proses deposisi menjadi gumuk pasir,Taman Hiburan,Yogyakarta,0,45,90.0,-8.0173266,110.3180791,19
129,Bukit Lintang Sewu,bukit lintang sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang bintang yang membentang luas di angkasa dalam bahasa jawa bukit seribu bintang adalah bukit lintang sewu lintang bintang sewu seribu pemandangan alam yang tidak kalah mempesona membuat bukit langit sewu ini menjadi tempat favorit bagi pecinta alam pada saat menuju bukit pengunjung akan disuguhkan dengan pepohonan pinus tetapi saat sampai pengunjung akan disuguhkan panorama hutan kayu putih yang menjadi keunikan tempat wisata ini diatas pohon kayu putih ini juga terdapat burung alapalap yang melintas diatas pohonnya selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti gunung merbabu gunung sumbing menoreh dan gunung merapix000d,Taman Hiburan,Yogyakarta,2000,45,60.0,-7.915799699999999,110.4366436,17
130,Studio Alam Gamplong,studio gamplong atau studio alam gamplong adalah sebuah tempat wisata yang terletak di desa gamplong kecamatan moyudan kabupaten sleman tempat tersebut awalnya adalah tempat pengambilan gambar film sultan agung tahta perjuangan cinta dan bumi manusia karya hanung bramantyo tempat tersebut didirikan di atas lahan seluas 25 hektar tempat tersebut diresmikan oleh presiden joko widodo pada 15 juli 2018,Taman Hiburan,Yogyakarta,10000,44,120.0,-7.805793599999998,110.2367304,15
131,Watu Lumbung,letak kampung edukasi watu lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati membuat pemandadangan dari tempat ini sangat indah sekali watu lumbung dikonsep oleh m boy rifai sebagai tempat yang mengajarkan nilainilai edukasi di mana boy rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam,Cagar Alam,Yogyakarta,5000,43,30.0,-7.992437900000001,110.317778,18
132,Air Terjun Kedung Pedut,air terjun kedung pedut atau biasa disebut curug kedung pedut berasal dari istilah bahasa jawa curug yang berarti air terjun kedung berarti kubangan atau kolam dan pedut berarti kabut air terjun kedung pedut merupakan salah satu wisata alam yang di kulonprogo yang dikenal karena keindahan warna airnya,Cagar Alam,Yogyakarta,20000,45,60.0,-7.769987499999998,110.1210707,22
133,Puncak Kebun Buah Mangunan,berlibur di pegunungan memang menyenangkan dapat menikmati sejuknya udara serta pemandangan indah dari atas perbukitan wisata seperti ini dapat dinikmati di bantul tepatnya di kebun buah mangunan beruntungnya jogja dikaruniai bentang alam yang begitu indah ada pantai gunung bukit serta kota dan budaya yang sangat menarik kebun buah mangunan hadir sebagai objek wisata yang begitu menarik minat wisatawan apalagi di pagi hari pemandangannya tak ubahnya seperti negeri di atas awanx000d,Taman Hiburan,Yogyakarta,5000,46,90.0,-7.941371800000001,110.4247345,20
134,Desa Wisata Gamplong,desa wisata gamplong adalah desa wisata kerajinan tenun yang berada di padukuhan gamplong desa sumber rahayu kecamatan moyudan kabupaten sleman yogyakarta desa wisata yang terletak di sebelah barat kota yogyakarta ini cukup menarik untuk disinggahi wisatawan terlebih karena masih adanya industri kerajinan tenun tradisional dengan menggunakan alat tenun bukan mesin atbm dengan atbm masyarakat perajin gamplong mampu menghasilkan kain tenun sebagai bahan stagen kain panjang untuk melilit bagian perut wanita selain kerajinan tenun perajin juga mampu memproduksi kerajinan anyaman untuk suvenir,Taman Hiburan,Yogyakarta,10000,44,60.0,-7.805523199999997,110.2374676,29
135,Kawasan Wisata Sosrowijayan,tempat wisata sosrowijayan memang selama ini dikenal sebagai wisata kampung bule lokasinya sendiri berada di pusat kota yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat bagi anda yang ingin berkunjung ke sini harus menggunakan kendaraan karena dari arah stasiun tugu anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah sosrowijayan yang mempunyai tanda yaitu sebuah jalan kecil menuju barat dengan nama yang sama wisata unik sosrowijayan menjadi membagi dua daerah yaitu sosrowijayan wetan dan sosrowijayan kulon dan menjadi penghubung jalan jogonegaran dan jalan malioboro akan tetapi untuk sosrowijayan wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai kampung turis kedua di yogyakarta setelah prawirotaman karena disebut kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di yogyakarta anda pun bisa melihat dua buah busuk seperti yang ada di daerah prawirotaman ketika memasuki dan pertama di daerah ini banyak sekali buku yang dijual seperti novel berbahasa inggris buku kecil berbahasa indonesia dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya,Pusat Perbelanjaan,Yogyakarta,0,4,,-7.7916235,110.361956,23
136,Grojogan Watu Purbo Bangunrejo,objek wisata itu tak adalah grojogan watu purbo yang berada di bangunrejo merdikorejo kecamatan tempel objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan wisatawan yang datang ratarata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable grojokan watu purbo ini tepatnya berlokasi di aliran kali krisak yang merupakan jalur dari lahar dingin yang mengalir dari gunung merapi pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter,Taman Hiburan,Yogyakarta,10000,45,90.0,-7.6340172,110.33837,21
137,Wisata Alam Kalibiru,kalibiru sebenarnya adalah sebuah nama hutan yang saat ini diolah menjadi sebuah tempat wisata alam hutan kalibiru memiliki ketinggian 450 mdpl dan berupa kawasan perbukitan yang subur suhu udara di tempat ini sangat sejuk kalibiru dikelola oleh pemerintah dan masyarakat setempat sebagai wisata alam dan edukasi ada banyak hal yang bisa didapatkan di sana termasuk outbond penginapan dan beberapa spot untuk mencari foto kekinian ada juga jalur trekking yang juga bisa dijadikan lokasi camping,Cagar Alam,Yogyakarta,20000,44,90.0,-7.8057305,110.127969,16
138,Jogja Exotarium,di yogyakarta tepatnya di sleman ada satu tempat wisata edukasi yang patut dikunjungi namanya adalah jogja exotarium terdengar unik kan namun sebenarnya tempat ini merupakan taman hewan berskala kecil koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung,Taman Hiburan,Yogyakarta,20000,44,120.0,-7.7280356,110.3591712,24
139,Puncak Gunung Api Purba - Nglanggeran,gunung nglanggeran adalah sebuah gunung di daerah istimewa yogyakarta indonesia gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0670 juta tahun yang lalu atau yang memiliki umur tersier oligomiosen gunung nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api gunung ini terletak di desa nglanggeran kecamatan patuk kabupaten gunung kidul yang berada pada deretan pegunungan baturagung,Cagar Alam,Yogyakarta,10000,47,60.0,-7.841252999999998,110.543056,17
140,Bendung Lepen,bendung lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini sebelumnya tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus namun kesadaran para pemuda akan kebersihan lingkungan mengubah kali sungailepen yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang bendung lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh sekarang ini bendung lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga bahkan di kala pandemi covid19 ini bendung lepen tidak kekurangan peminat masih banyak anakanak yang menikmati senja dengan riang sambil memberi makan ikan di kali tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warnawarni yang berenang di kali selain itu banyak juga anak muda yang dudukduduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh,Taman Hiburan,Yogyakarta,0,46,60.0,-7.831666800000002,110.3945119,16
141,Bunker Kaliadem Merapi,bunker kaliadem merupakan objek wisata yang terletak di lereng selatan gunung merapi destinasi wisata ini banyak menyimpan jejak erupsi gunung tersebut terutama tahun 2006 dan 2010 lokasi fenomenal tersebut berada di ketinggian lebih dari 2000 meter di atas permukaan laut berada di kabupaten sleman wisatawan diajak menyaksikan kegagahan merapi dari jarak lima kilometer kawasan ini memadukan sejarah keindahaan serta keunikan alam gunung merapi dengan fenomena vulkaniknya,Cagar Alam,Yogyakarta,3000,45,45.0,-7.582919800000001,110.4476816,20
142,Ledok Sambi,desa wisata ledok sambi merupakan desa yang mempunyai nuansa alami asli jogja yang berlokasi dekat dengan gunung merapi atau berada di jl kaliurang km 192 padukuhan sambi desa pakembinangun kec pakem kabupaten sleman daerah istimewa yogyakarta pemandangan alam yang indah dapat memberikan kesejukan kesegaran dan ketentraman hati sepanjang mata memandang di desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah desa wisata ledok sambi rumahrumah tradisional khas jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran,Cagar Alam,Yogyakarta,0,46,150.0,-7.647094300000001,110.4280998,28
143,Seribu Batu Songgo Langit,nama seribu batu songgo langit memiliki makna tersendiri sebelum jadi tempat wisata di lokasi ini terdapat ratusan bahkan ribuan batu dan pastinya hutan pinus songgo langit berarti penyangga langit hal ini dikarenakan di seribu baru songgo langit terdapat bukit yang seakan akan merupakan tiang dari langit seribu batu songgo langit merupakan tempat wisata di kawasan dlingo yang menawarkan berbagai macam atraksi wisata namun kebanyakan adalah spot foto spot foto di seribu batu hampir semuanya anti mainstream anda akan menemui beberapa spot foto dalam empat bagian di tempat wisata ini memasuki gerbang seribu batu songgo langit anda diharuskan untuk menuruni tangga yang terbuat dari kayu untuk mencapai spot pertama spot pertama ini menawarkan rumah dongeng seribu kayu spot ini berbentuk rumah kecilkecil yang menyerupai rumah kurcaci dalam dongeng terdapat tujuh buah rumah kurcaci yang ditata secara mengerucut sehingga akan menciptakan angle foto yang bagus,Cagar Alam,Yogyakarta,2000,46,90.0,-7.931098399999999,110.430919,21
144,Goa Jomblang,gua jomblang merupakan gua vertikal yang bertipe collapse doline gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa jawa dikenal dengan istilah luweng itulah yang membuat unik karena di dalam gua terdapat luas mulut gua sekitar 50 meter ini sering disebut dengan nama luweng jomblang gua jomblang terletak di kabupaten gunungkidul di yogyakartansaat ini gua jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikalnsinar matahari yang menerobos masuk dari luweng grubug setinggi 90 meter membentuk satu tiang cahaya menyinari flowstone yang indah serta kedalaman gua yang gelap gulita air yang menetes dari ketinggian turut mempercantik pemandangan tidak salahnjika banyak orang terkagumkagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah cahaya surga,Cagar Alam,Yogyakarta,500000,46,,-8.0281562,110.6383307,21
145,Desa Wisata Rumah Domes/Teletubbies,kawasan desa teletubbies menjadi perhatian menarik berbagai media sehingga menjadikan para wisatawan mulai berbondongbondong datang kesana hingga sekarang kawasan ini menjadi objek wisata unik jogja yang menarik dikunjungi bagi kawankawan datawisata yang sedang berlibur atau berdomisili di yogyakarta dan sekitar coba deh rasakan sensasi wisata unik ini setidaknya bisa dijadikan koleksi foto yang mengusung spotspot kece instagenic mulanya objek wisata rumah domes merupakan bentuk bantuan dari ngo kala itu yogyakarta terkena musibah bencana alam gempa bumi di desa nglepen setidaknya ada 80 bangunan mengusung desain rumah dome lengkap beserta fasilitas seperti warung makan toilet umum area parkir tempat ibadah rumah kesehatan dan balai desa yang kerap dimanfaatkan ketika ada hajatan atau acara budaya desa wisata sumberharjo ini memiliki luas kurang lebih 2 hektar serta bangunan dibangun sejak tahun 2006 selain disebut desa teletubbies pemukiman disana juga sering disebut new nglepen,Taman Hiburan,Yogyakarta,5000,41,60.0,-7.813608499999999,110.5033442,22
146,Bukit Wisata Pulepayung,pule payung yogyakarta sebuah objek wisata populer yang menyajikan keindahan alam dari ketinggian 500 mdpl bukit wisata pule payung yogyakarta merupakan kawasan wisata yang dipenuhi dengan kreativitas yang tinggi merubah zona biasa menjadi luar biasa daya tarik yang pertama dari pule payung yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan sehingga orangorang menyebutnya dengan bukit wisata ketinggian pule payung yogyakarta sekitar 500 mdpl serta jalan menuju pule payung yogyakarta dapat ditempuh dengan kendaraan roda dua maupun roda empat pesona keindahan waduk sermo dapat terlihat jelas saat berada di pule payung waduk eksotis yang dikelilingi pegunungan yang masih asri dan pule payung yogyakarta adalah bukit yang notabene sebagai destinasi wisata alam diberikan sentuhan kreativitas serta memprioritaskan aspek keamanan di setiap spotnya akhirnya menjadi wisata favorit di jogja,Cagar Alam,Yogyakarta,10000,45,,-7.800110599999999,110.1238954,22
147,Bentara Budaya Yogyakarta (BBY),bentara budaya yogyakarta adalah pusat budaya yang terletak di yogyakarta indonesia bentara budaya yogyakarta dibuka pada 26 september 1982 didanai oleh kompas gramedia group bentara budaya yogyakarta adalah cabang dari bentara budaya jakarta sebuah lembaga budaya yang dikelola oleh kompas gramedia group yang juga memiliki beberapa pusat budaya di jakarta surakarta sebagai balai soedjatmoko dan bali,Budaya,Yogyakarta,0,45,,-7.7857242,110.3746954,18
148,Goa Rancang Kencono,goa rancang kencono yang terletak di padukuhan menggoran desa bleberan kecamatan playen gunungkidul yogyakarta merupakan salah satu goa yang yang dihuni manusia prasejarah hingga modern diperkirakan goa yang terletak di kawasan air terjun sri getuk ini sudah dihuni sejak 3000 tahun lalu dari buku ragam warisan budaya dan cagar budaya gunungkidul yang ditulis oleh winarsih kepala seksi kepurbakalaan dan permuseuman bidang pelestarian warisan dan nilai budaya dinas kebudayaan gunungkidul arkeologi ugm yogyakarta pada tahun 2001 sudah pernah melakukan penelitian tersebut goa rancang kencono sudah dihuni manusia sejak 3000 tahun yang lalu dengan bukti temuan tulang manusia,Cagar Alam,Yogyakarta,5000,43,30.0,-7.9492612,110.4926511,21
149,Goa Cerme,gua cerme bahasa jawa translit gua cerme adalah gua bersejarah dan sekaligus tempat wisata yang terletak di dusun srunggo desa selopamioro kecamatan imogiri kabupaten bantul atau sekitar 20 km selatan kota yogyakarta gua cerme memiliki panjang 15 km yang tembus hingga sendang di wilayah panggang yaitu di dusun ploso desa giritirto kecamatan purwosari kabupaten gunungkidulndi samping gua cerme di sekitarnya terdapat gua lain yang lebih kecil seperti goa dalang goa ledek goa badut dan goa kaum yang sering digunakan untuk bersemedi untuk mencapai gua terdapat tangga setinggi 759 m kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo gua cerme dulunya digunakan oleh para walisongo untuk menyebarkan agama islam di jawa selain itu gua cerme juga digunakan untuk membahas rencana pendirian masjid agung demak setiap senin atau selasa wage selalu diadakan upacara syukuran untuk meminta berkah kepada tuhan,Cagar Alam,Yogyakarta,3000,44,90.0,-7.979441299999999,110.3803114,23
150,Wisata Kraton Jogja,kraton jogja adalah sebuah komplek kerajaan yang berada tepat berdiri di tengah kota yogyakarta kraton yang didirikan seiring perjanjian giyanti pada tahun 1755 yang memecah kerajaan mataram islam menjadi kerajaan ngayogyakarta surakarta ini menyimpan keindahan arsitektur jawa yang tidak diragukan lagi dan merupakan salah komplek istana terbaik di tanah jawa keindahan kraton jogja ini tidak terlepas dari pendirinya yaitu sri sultan hamengkubuwono i yang merupakan arsitek dari kerajaannya ini apabila anda sedang wisata ke kraton jogja maka apabila anda dari jalan malioboro pertama anda akan disambut oleh gapura pangurakan yang berasitrektur jawa kental yang bersebelahan dengan bangunanbangunan hindia belanda setelah memasukinya anda akan memasuki alunalun utara yang memiliki area yang cukup luas di sekelilingnya terdapat joglojoglo tertutup yang disebut gedhong dan terbuka yang dinamakan tratag di area ini terdapat beberapa pilihan kuliner yang sangat pas anda kunjungi sebelum anda memasuki kompleks kraton yogyakarta sehingga anda tidak merasa kelaparan,Budaya,Yogyakarta,7000,47,,-7.806753499999999,110.3636659,20
151,Desa Wisata Kelor,desa wisata kelor merupakan salah satu desa yang ada di kabupaten sleman yang saat ini sedang dikembangkan menjadi desa wisata desa wisata kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani peternak dan budidaya jamur banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri desa wisata kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman desa kelor ini juga memiliki sungai dan air di sungai tersebut masih jernih dan indah,Taman Hiburan,Yogyakarta,0,44,90.0,-7.641025800000001,110.3622794,24
152,Pantai Patihan,pantai ini terletak di daerah srigading sanden dan cukup dekat dengan pantai goa cemara tempatnya juga asyik banget buat fotofoto nggak beda jauh dengan pandasari,Bahari,Yogyakarta,5000,41,45.0,-7.997777999999999,110.2449113,21
153,Pantai Kukup,pantai kukup adalah salah satu pantai yang memiliki hamparan pasir putih yang terkenal di kabupaten gunung kidul yogyakarta selain memiliki pemandangan pantai yang cantik pantai ini juga memberikan keunikan tersendiri di pantai ini terdapat pulau karang yang menjadi daya tarik utama bagi para wisatawan lokal atau mancanegara karena di pulau karang ini para wisatawan dapat menikmati keindahan pantai yang sangat menawan pantai cantik ini berada di sebelah timurnya pantai baron kurang lebih berjarak sekitar 1 km tepatnya berada di desa kemadang kecamatan tanjungsari kabupaten gunung kidul yogyakarta pantai kukup ini masih dalam satu barisan dengan pantai baron pantai krakal pantai sundak pantai sepanjang dan pantaipantai lainnya jarak dari kota jogja ke pantai ini sekitar 40 km sedangkan jarak dari kota wonosari sekitar 25 km,Bahari,Yogyakarta,10000,4,,-8.133876299999999,110.5548349,19
